preferred_term	identifier	ontology_label	occurrences	cas_rn_current	stated_hydration	known_hydrates	hydration_valid	cas_verdict	cas_correct_or_UNKNOWN	grounding_verdict	recommended_target_curie	action	confidence	notes	source_rows_in_culturemech	mediadive_compound_id	sssom_predicate_published	defect_origin
MnSO4·2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	CHEBI:86356	OK	high	The stated dihydrate is an established form of manganese(II) sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	11	NA	NOT_FOUND	NONE
Na2MoO4.2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	dihydrate; decahydrate	TRUE	NO_CAS_PROVIDED	10102-40-6	NOT_APPLICABLE(unmapped)	CHEBI:75213	OK	high	The stated dihydrate is an established form of sodium molybdate; known hydrates are dihydrate; decahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	11	NA	NOT_FOUND	NONE
Co(NO3)2·6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10026-22-9	NOT_APPLICABLE(unmapped)	CHEBI:86214	OK	high	The stated hexahydrate is an established form of cobalt(II) nitrate; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	10	NA	NOT_FOUND	NONE
NiSO4·6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	10101-97-0	NOT_APPLICABLE(unmapped)	CHEBI:53437	OK	high	The stated hexahydrate is an established form of nickel(II) sulfate; known hydrates are hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	10	NA	NOT_FOUND	NONE
K2HPO4·3H2O	NOT_IN_MIM	NA	0	UNKNOWN	trihydrate	trihydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	16788-57-1	NOT_APPLICABLE(unmapped)	cas:16788-57-1	OK	high	The stated trihydrate is an established form of dipotassium hydrogenphosphate; known hydrates are trihydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	10	NA	NOT_FOUND	NONE
15% MgCl2・6H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate	TRUE	NO_CAS_PROVIDED	7791-18-6	NOT_APPLICABLE(unmapped)	CHEBI:86345	OK	high	The stated hexahydrate is an established form of magnesium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	10	NA	NOT_FOUND	NONE
Cysteine-HCl x H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	7048-04-6	NOT_APPLICABLE(unmapped)	CHEBI:91248	OK	high	The stated monohydrate is an established form of L-cysteine hydrochloride; known hydrates are monohydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	10	NA	NOT_FOUND	NONE
Fe2(SO4)3 x H2O	mediadive.compound:291	NA	0	UNKNOWN	monohydrate	trihydrate; hexahydrate; heptahydrate; nonahydrate; decahydrate; dodecahydrate	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	No stable monohydrate of iron(III) sulfate is established; known hydrate forms are trihydrate; hexahydrate; heptahydrate; nonahydrate; decahydrate; dodecahydrate. This is MediaDive compound 291 and the fix or confirmation belongs upstream before MIM ingestion. Exact-label downstream presence was confirmed in kg-microbe transformed MediaDive exports; no downstream file was changed.	9	291	NOT_FOUND	MEDIADIVE_UPSTREAM
10% MgCl2・6H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate	TRUE	NO_CAS_PROVIDED	7791-18-6	NOT_APPLICABLE(unmapped)	CHEBI:86345	OK	high	The stated hexahydrate is an established form of magnesium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	9	NA	NOT_FOUND	NONE
CoCl2.6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	7791-13-1	NOT_APPLICABLE(unmapped)	CHEBI:53503	OK	high	The stated hexahydrate is an established form of cobalt(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	9	NA	NOT_FOUND	NONE
CuSO4.5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	monohydrate; trihydrate; pentahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7758-99-8	NOT_APPLICABLE(unmapped)	CHEBI:31440	OK	high	The stated pentahydrate is an established form of copper(II) sulfate; known hydrates are monohydrate; trihydrate; pentahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	9	NA	NOT_FOUND	NONE
Ca(NO3)2・4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	dihydrate; trihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	13477-34-4	NOT_APPLICABLE(unmapped)	CHEBI:86159	OK	high	The stated tetrahydrate is an established form of calcium nitrate; known hydrates are dihydrate; trihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	9	NA	NOT_FOUND	NONE
FeSO4 x H2O	CHEBI:75834	iron(2+) sulfate monohydrate	6	17375-41-6	hydrate count omitted; conventional monohydrate reading	monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	UNSPECIFIED	MATCHES_HYDRATE	17375-41-6	CORRECT	CHEBI:75834	OK	high	The conventional monohydrate reading is consistent with CHEBI:75834, CAS 17375-41-6, and Fe.H2O.O4S. MIM source fields: mapping_status=MAPPED; mapping_quality=EXACT_MATCH; molecular_formula=Fe.H2O.O4S.	9	1735	skos:exactMatch	NONE
Na2S・9H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	dihydrate; pentahydrate; nonahydrate	TRUE	NO_CAS_PROVIDED	1313-84-4	NOT_APPLICABLE(unmapped)	CHEBI:76209	OK	high	The stated nonahydrate is an established form of sodium sulfide; known hydrates are dihydrate; pentahydrate; nonahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	9	NA	NOT_FOUND	NONE
FeSO4 x 7 H2O solution (0.1% w/v in 0.1 N H2SO4)	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7782-63-0	NOT_APPLICABLE(unmapped)	CHEBI:75836	OK	high	The stated heptahydrate is an established form of iron(II) sulfate; known hydrates are monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	9	NA	NOT_FOUND	NONE
MnSO4·5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	13465-27-5	NOT_APPLICABLE(unmapped)	CHEBI:131524	OK	high	The stated pentahydrate is an established form of manganese(II) sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	8	NA	NOT_FOUND	NONE
Thiamine・HCl・2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	hemihydrate; monohydrate; nonstoichiometric hydrate; dihydrate	TRUE	NO_CAS_PROVIDED	13465-05-9	NOT_APPLICABLE(unmapped)	CHEBI:132751	OK	high	The stated dihydrate is an established form of thiamine hydrochloride; known hydrates are hemihydrate; monohydrate; nonstoichiometric hydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	8	NA	NOT_FOUND	NONE
AlK(SO4)2 . 12H2O	NOT_IN_MIM	NA	0	UNKNOWN	dodecahydrate	dodecahydrate	TRUE	NO_CAS_PROVIDED	7784-24-9	NOT_APPLICABLE(unmapped)	CHEBI:86465	OK	high	The stated dodecahydrate is an established form of potassium aluminium sulfate; known hydrates are dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	8	NA	NOT_FOUND	NONE
5% Na2S・9H2O	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	dihydrate; pentahydrate; nonahydrate	TRUE	NO_CAS_PROVIDED	1313-84-4	NOT_APPLICABLE(unmapped)	CHEBI:76209	OK	high	The stated nonahydrate is an established form of sodium sulfide; known hydrates are dihydrate; pentahydrate; nonahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	8	NA	NOT_FOUND	NONE
Na2Mo4 x 2 H2O	mediadive.compound:736	NA	0	UNKNOWN	dihydrate	none known for formula as written	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	The molybdate formula is malformed; Na2MoO4 dihydrate is likely intended. This is MediaDive compound 736 and the fix or confirmation belongs upstream before MIM ingestion. Exact-label downstream presence was confirmed in kg-microbe transformed MediaDive exports; no downstream file was changed.	8	736	NOT_FOUND	MEDIADIVE_UPSTREAM
VOSO4 x H2O	mediadive.compound:988	NA	0	UNKNOWN	monohydrate	monohydrate; dihydrate; trihydrate; pentahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated monohydrate is an established form of vanadyl sulfate; known hydrates are monohydrate; dihydrate; trihydrate; pentahydrate. This is MediaDive compound 988 and the fix or confirmation belongs upstream before MIM ingestion.	8	988	NOT_FOUND	NONE
Co(NO3)2.6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10026-22-9	NOT_APPLICABLE(unmapped)	CHEBI:86214	OK	high	The stated hexahydrate is an established form of cobalt(II) nitrate; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	8	NA	NOT_FOUND	NONE
Fe(NH4)2(SO4)2·7H2O	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	hexahydrate; heptahydrate reported but uncertain	UNCERTAIN	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	medium	The exact heptahydrate of ferrous ammonium sulfate could not be settled confidently from established phase evidence; retain UNKNOWN pending the source. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	8	NA	NOT_FOUND	CULTUREMECH
MnCl2·2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	CHEBI:131395	OK	high	The stated dihydrate is an established form of manganese(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	7	NA	NOT_FOUND	NONE
Na2MoO4 · 2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	dihydrate; decahydrate	TRUE	NO_CAS_PROVIDED	10102-40-6	NOT_APPLICABLE(unmapped)	CHEBI:75213	OK	high	The stated dihydrate is an established form of sodium molybdate; known hydrates are dihydrate; decahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	7	NA	NOT_FOUND	NONE
Maltose x H2O	mediadive.compound:776	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	6363-53-7	NOT_APPLICABLE(unmapped)	cas:6363-53-7	OK	high	The stated monohydrate is an established form of maltose; known hydrates are monohydrate. This is MediaDive compound 776 and the fix or confirmation belongs upstream before MIM ingestion.	7	776	NOT_FOUND	NONE
Co(NO3)2・6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10026-22-9	NOT_APPLICABLE(unmapped)	CHEBI:86214	OK	high	The stated hexahydrate is an established form of cobalt(II) nitrate; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	7	NA	NOT_FOUND	NONE
NiCl2.6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; low-temperature heptahydrate	TRUE	NO_CAS_PROVIDED	7791-20-0	NOT_APPLICABLE(unmapped)	CHEBI:53542	OK	high	The stated hexahydrate is an established form of nickel(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; low-temperature heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	7	NA	NOT_FOUND	NONE
Na2WO4.2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate	TRUE	NO_CAS_PROVIDED	10213-10-2	NOT_APPLICABLE(unmapped)	CHEBI:63939	OK	high	The stated dihydrate is an established form of sodium tungstate; known hydrates are monohydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	7	NA	NOT_FOUND	NONE
5% L--Cysteine・HCl・H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	7048-04-6	NOT_APPLICABLE(unmapped)	CHEBI:91248	OK	high	The stated monohydrate is an established form of L-cysteine hydrochloride; known hydrates are monohydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	7	NA	NOT_FOUND	NONE
MnCl2 · 4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	monohydrate; dihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	13446-34-9	NOT_APPLICABLE(unmapped)	CHEBI:86368	OK	high	The stated tetrahydrate is an established form of manganese(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
Na2WO4 . 2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate	TRUE	NO_CAS_PROVIDED	10213-10-2	NOT_APPLICABLE(unmapped)	CHEBI:63939	OK	high	The stated dihydrate is an established form of sodium tungstate; known hydrates are monohydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
Co(NO3)2 . 6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10026-22-9	NOT_APPLICABLE(unmapped)	CHEBI:86214	OK	high	The stated hexahydrate is an established form of cobalt(II) nitrate; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
L--Cysteine・H2O・HCl	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	7048-04-6	NOT_APPLICABLE(unmapped)	CHEBI:91248	OK	high	The stated monohydrate is an established form of L-cysteine hydrochloride; known hydrates are monohydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
ZnCl2 x 6 H2O	mediadive.compound:2351	NA	0	UNKNOWN	hexahydrate	several hydrates reported; exact stable stoichiometry unresolved here	UNCERTAIN	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	medium	The exact hexahydrate of zinc chloride could not be settled confidently from established phase evidence; retain UNKNOWN pending the source. This is MediaDive compound 2351 and the fix or confirmation belongs upstream before MIM ingestion.	6	2351	NOT_FOUND	MEDIADIVE_UPSTREAM
1 M MgCl2・6H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate	TRUE	NO_CAS_PROVIDED	7791-18-6	NOT_APPLICABLE(unmapped)	CHEBI:86345	OK	high	The stated hexahydrate is an established form of magnesium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
Nitrilotriacetic acid trisodium salt monohydrate	mediadive.compound:1930	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated monohydrate is an established form of trisodium nitrilotriacetate; known hydrates are monohydrate. This is MediaDive compound 1930 and the fix or confirmation belongs upstream before MIM ingestion.	6	1930	NOT_FOUND	NONE
AIK(SO4)2 x 12 H2O	NOT_IN_MIM	NA	0	UNKNOWN	dodecahydrate	dodecahydrate	TRUE	NO_CAS_PROVIDED	7784-24-9	NOT_APPLICABLE(unmapped)	CHEBI:86465	OK	high	The stated dodecahydrate is an established form of potassium aluminium sulfate; known hydrates are dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
2% Na2S・9H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	dihydrate; pentahydrate; nonahydrate	TRUE	NO_CAS_PROVIDED	1313-84-4	NOT_APPLICABLE(unmapped)	CHEBI:76209	OK	high	The stated nonahydrate is an established form of sodium sulfide; known hydrates are dihydrate; pentahydrate; nonahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
MgCl2.6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate	TRUE	NO_CAS_PROVIDED	7791-18-6	NOT_APPLICABLE(unmapped)	CHEBI:86345	OK	high	The stated hexahydrate is an established form of magnesium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
MgCl2 · 6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate	TRUE	NO_CAS_PROVIDED	7791-18-6	NOT_APPLICABLE(unmapped)	CHEBI:86345	OK	high	The stated hexahydrate is an established form of magnesium chloride; known hydrates are monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	6	NA	NOT_FOUND	NONE
